"","Species","Source_a","Source_b","Lat","Long","Elevation_m","GroundResolution_m"
"671","sonorensis","Museum","CNC",31.947492,-112.806977,560,1037.74991685289
"672","sonorensis","Museum","USNM",32.013562,-109.341694,1938,1037.00298869513
"673","sonorensis","Museum","USNM",32.244591,-104.028203,903,1034.38034748438
"674","sonorensis","Museum","USNM",32.272594,-106.76392,1180,1034.06131379703
"675","sonorensis","Museum","USNM",32.310199,-110.823395,835,1033.63249750383
"676","sonorensis","Museum","USNM",32.321396,-106.744307,1251,1033.50473014948
"677","sonorensis","Museum","USNM",32.442854,-110.790575,2750,1032.11625521449
"678","sonorensis","Museum","USNM",32.599889,-110.351372,1723,1030.31419970284
"679","sonorensis","Museum","USNM",32.699992,-109.871139,3228,1029.16142732183
"680","sonorensis","Museum","USNM",32.96307,-107.286052,1323,1026.11688969914
"681","sonorensis","Museum","USNM",33.041161,-104.268423,1028,1025.20899485293
"682","sonorensis","Museum","USNM",33.278487,-91.002069,35,1022.43813410884
"683","sonorensis","Museum","USNM",33.318246,-108.882757,1446,1021.97221756353
"684","sonorensis","Museum","USNM",33.319579,-108.882587,1446,1021.95658825206
"685","sonorensis","Museum","CNC",33.328909,-104.330317,1093,1021.84717931194
"686","sonorensis","Museum","USNM",33.468725,-104.418868,1073,1020.204372711
"687","sonorensis","Museum","USNM",33.48131,-117.724902,27,1020.05620361639
"688","sonorensis","Museum","USNM",33.660064,-93.611349,108,1017.94633868608
"689","sonorensis","Museum","USNM",33.671889,-117.029646,628,1017.80641650133
"690","sonorensis","Museum","USNM",33.714685,-116.198672,-8,1017.29966010945
"691","sonorensis","Museum","USNM",33.988858,-112.756419,665,1014.03966708629
"692","sonorensis","Museum","USNM",33.993545,-117.376185,255,1013.98373527823
"693","sonorensis","Museum","USNM",34.089761,-103.074693,1185,1012.83405321325
"694","sonorensis","Museum","USNM",34.173101,-103.363531,1228,1011.83591753644
"695","sonorensis","Museum","USNM",34.227454,-114.193022,117,1011.18379608654
"696","sonorensis","Museum","CNC",34.22936,-111.340574,1510,1011.16091158538
"697","sonorensis","Museum","USNM",34.474417,-104.242995,1238,1008.20930867613
"698","sonorensis","Museum","USNM",34.483809,-93.044844,161,1008.09581888238
"699","sonorensis","Museum","CNC",34.768403,-112.045648,1050,1004.64404778643
"700","sonorensis","Museum","USNM",34.774688,-111.762328,1238,1004.56753850305
"701","sonorensis","Museum","USNM",34.870676,-111.756019,1318,1003.39754486764
"702","sonorensis","Museum","USNM",34.938212,-101.647221,875,1002.57266347635
"703","sonorensis","Museum","USNM",35.174191,-103.693471,1223,999.679498148284
"704","sonorensis","Museum","USNM",35.280776,-120.727435,54,998.367175403978
"705","sonorensis","Museum","USNM",35.357304,-119.100409,116,997.422796921473
"706","sonorensis","Museum","USNM",35.401974,-119.468404,84,996.870733148779
"707","sonorensis","Museum","USNM",35.502429,-119.20291,122,995.627025514669
"708","sonorensis","Museum","USNM",35.586461,-94.81234,226,994.584295791131
"709","sonorensis","Museum","USNM",35.606081,-97.416344,316,994.340528518289
"710","sonorensis","Museum","USNM",35.661109,-105.248322,2016,993.65621509651
"711","sonorensis","Museum","USNM",35.678541,-106.318324,1664,993.439244234414
"712","sonorensis","Museum","USNM",35.682841,-118.4115,842,993.385709287169
"713","sonorensis","Museum","USNM",35.685131,-118.246832,823,993.357196531942
"714","sonorensis","Museum","USNM",36.040473,-87.860291,115,988.913640039642
"715","sonorensis","Museum","USNM",36.147456,-97.068273,284,987.568358560402
"716","sonorensis","Museum","USNM",36.291944,-88.290543,134,985.745997737905
"717","sonorensis","Museum","USNM",36.414525,-97.847061,383,984.195024247343
"718","sonorensis","Museum","USNM",36.688026,-119.535999,109,980.718285939078
"719","sonorensis","Museum","USNM",36.6907,-108.467183,1634,980.684183674428
"720","sonorensis","Museum","USNM",36.755361,-98.161873,354,979.858893822841
"721","sonorensis","Museum","USNM",36.80769,-118.199901,1192,979.190087691296
"722","sonorensis","Museum","USNM",36.874634,-81.764787,522,978.33329952341
"723","sonorensis","Museum","CNC",36.956601,-109.644169,1503,977.282419632941
"724","sonorensis","Museum","USNM",36.990075,-108.985961,1422,976.852681931393
"725","sonorensis","Museum","USNM",37.017716,-112.517206,1497,976.49757667783
"726","sonorensis","Museum","USNM",37.049209,-113.607967,777,976.092707620857
"727","sonorensis","Museum","USNM",37.056768,-113.595776,772,975.995486414858
"728","sonorensis","Museum","USNM",37.520777,-120.442212,82,969.995103902413
"729","sonorensis","Museum","USNM",37.81891,-96.275303,326,966.106170928472
"730","sonorensis","Museum","USNM",37.9626,-98.600863,572,964.222488892561
"731","sonorensis","Museum","USNM",38.373417,-95.123625,273,958.803532338055
"732","sonorensis","Museum","USNM",38.389128,-113.004183,1514,958.595313149182
"733","sonorensis","Museum","USNM",38.572104,-109.553136,1232,956.165013198053
"734","sonorensis","Museum","USNM",38.63239,-112.113924,1651,955.362153401348
"735","sonorensis","Museum","USNM",38.740526,-112.10421,1614,953.919400934961
"736","sonorensis","Museum","USNM",38.805613,-112.430936,1533,953.049370591595
"737","sonorensis","Museum","USNM",38.970001,-109.31965,1334,950.846491612441
"738","sonorensis","Museum","USNM",38.987149,-95.217508,252,950.616248949711
"739","sonorensis","Museum","USNM",39.080724,-92.879699,200,949.358337119894
"740","sonorensis","Museum","USNM",39.139567,-109.142207,1409,948.566024243811
"741","sonorensis","Museum","USNM",39.317304,-121.814253,21,946.166748459278
"742","sonorensis","Museum","USNM",39.354073,-112.606037,1412,945.669265517872
"743","sonorensis","Museum","USNM",39.52931,-110.7063,1636,943.29296917081
"744","sonorensis","Museum","USNM",39.533238,-119.846764,1453,943.23960244518
"745","sonorensis","Museum","USNM",39.708105,-111.829439,1576,940.85933052975
"746","sonorensis","Museum","USNM",39.71251,-104.888768,1647,940.799256858347
"747","sonorensis","Museum","USNM",40.081557,-104.82379,1495,935.746624034952
"748","sonorensis","Museum","USNM",40.328127,-104.646562,1426,932.34918048664
"749","sonorensis","Museum","USNM",40.520186,-112.308255,1565,929.690868099392
"750","sonorensis","Museum","USNM",40.537676,-105.062178,1526,929.448267429127
"751","sonorensis","Museum","USNM",40.569963,-103.328979,1237,929.000192714913
"752","sonorensis","Museum","USNM",40.698541,-111.904603,1297,927.212879010945
"753","sonorensis","Museum","USNM",40.709942,-112.064623,1297,927.054172552051
"754","sonorensis","Museum","USNM",40.749237,-112.593256,1282,926.506889266174
"755","sonorensis","Museum","USNM",40.826151,-96.729162,350,925.434404214649
"756","sonorensis","Museum","USNM",40.974935,-81.771868,290,923.355035918398
"757","sonorensis","Museum","USNM",41.169643,-112.130362,1292,920.624441614185
"758","sonorensis","Museum","USNM",41.284521,-112.124439,1286,919.008398186398
"759","sonorensis","Museum","USNM",41.290267,-105.594505,2187,918.927469403212
"760","sonorensis","Museum","CNC",41.316446,-105.553264,2226,918.558637750174
"761","sonorensis","Museum","USNM",41.323039,-120.121698,1418,918.465719818949
"762","sonorensis","Museum","USNM",41.469932,-120.469733,1351,916.392343076681
"763","sonorensis","Museum","USNM",41.49211,-112.087086,1284,916.078779625262
"764","sonorensis","Museum","USNM",41.495404,-81.696078,182,916.032195728103
"765","sonorensis","Museum","USNM",41.549878,-112.102255,1288,915.261383021002
"766","sonorensis","Museum","USNM",41.738232,-111.850505,1368,912.589783010068
"767","sonorensis","Museum","USNM",41.923175,-111.933064,1354,909.956968168793
"768","sonorensis","Museum","USNM",41.943317,-103.809261,1204,909.66965732662
"769","sonorensis","Museum","USNM",42.122157,-105.010225,1388,907.113709667452
"770","sonorensis","Museum","USNM",42.204664,-121.762038,1262,905.931554459698
"771","sonorensis","Museum","USNM",42.209585,-104.518856,1287,905.860987286767
"772","sonorensis","Museum","USNM",43.088638,-75.37841,162,893.148646643273
"773","sonorensis","Museum","USNM",43.405313,-103.267711,909,888.517414270129
"774","sonorensis","Museum","USNM",43.857875,-104.110518,1367,881.851818086132
"775","sonorensis","Museum","USNM",43.878304,-117.481808,783,881.549626933575
"776","sonorensis","Museum","USNM",43.921383,-123.009755,164,880.912023719876
"777","sonorensis","Museum","USNM",44.040639,-116.999812,653,879.144344403892
"778","sonorensis","Museum","USNM",44.390378,-104.832551,1332,873.938382049923
"779","sonorensis","Museum","USNM",44.574103,-123.253055,64,871.190525939659
"780","sonorensis","Museum","USNM",45.668626,-108.772473,1006,854.63578395786
"781","sonorensis","Museum","USNM",46.269576,-106.685016,779,845.413355669607
"782","sonorensis","Museum","USNM",46.286603,-120.016372,208,845.150692565847
"783","sonorensis","Museum","USNM",46.413164,-105.852137,715,843.195990683564
"784","sonorensis","Museum","USNM",46.426601,-120.317181,238,842.988217940889
"785","sonorensis","Museum","USNM",46.548592,-120.6496,403,841.099783889815
"786","sonorensis","Museum","USNM",46.555201,-120.361479,335,840.997366888095
"787","sonorensis","Museum","USNM",46.589892,-101.892709,653,840.459590993242
"788","sonorensis","Museum","USNM",46.620928,-120.542943,347,839.978213355836
"789","sonorensis","Museum","USNM",46.656912,-118.877247,254,839.41978223221
"790","sonorensis","Museum","USNM",46.690122,-100.288713,522,838.904106664214
"791","sonorensis","Museum","USNM",46.819847,-119.146009,334,836.887074155971
"792","sonorensis","Museum","USNM",47.240294,-119.449745,325,830.320311364943
"793","sonorensis","Museum","USNM",47.60854,-114.678487,885,824.532109763005
"794","sonorensis","Museum","CNC",49.027039,-119.141337,1109,801.919567848152
"795","sonorensis","Museum","CNC",49.027787,-119.483882,330,801.907512961133
"796","sonorensis","Museum","CNC",49.066393,-119.5833,759,801.285147005762
"797","sonorensis","Museum","CNC",49.11268,-119.661122,1724,800.538476387048
"798","stigma","Literature","Sweden",55.455895,13.408298,52,693.486206323812
"799","stigma","Literature",NA,68.393783,20.507121,653,450.336931375876
"800","stigma","Literature","Sweden",55.455895,13.408298,52,693.486206323812
"801","stigma","Literature",NA,68.393783,20.507121,653,450.336931375876
"802","stigma","Literature","France",49.898448,4.725847,221,787.783677605235
"803","stigma","Literature","Germany",52.414952,12.49822,32,745.950042522334
"804","stigma","Literature","Lithuania",55.4346211145587,25.1757084544997,128,693.860193063004
"805","stigma","Literature","Bulgaria",44.0116164754273,26.4395716041092,14,879.574883493847
"806","stigma","Literature","Morocco",34.008503,-6.818811,31,1013.80519022155
"807","stigma","Literature","Egypt",29.965879,31.208511,21,1059.50650527555
"808","stigma","Literature","Netherlands",52.2827045556771,5.66967487258331,45,748.185020947485
"809","stigma","Literature","Belgium",50.548378,4.704828,163,777.121774817473
"810","stigma","Literature",NA,49.934702,5.381964,529,787.191598623966
"811","stigma","Literature","Italy",40.649448,8.377371,44,927.895853629076
"812","stigma","Literature",NA,39.300109,8.667421,107,946.399262339413
"813","stigma","Literature","Spain",43.121999,-2.254462,361,892.662040008792
"814","stigma","Literature","Spain",42.788718,-2.546056,895,897.509690163106
"815","stigma","Literature","Spain",43.268041,-2.750222,261,890.528297857058
"816","stigma","Literature","Canada",49.7319706173082,-113.408836838213,936,790.498434994018
"817","stigma","Literature","Switzerland",47.40743,7.564248,528,827.697453839886
"818","stigma","Literature","Germany",49.9109826017921,9.3963403187215,405,787.579005530761
"819","stigma","Literature","Poland",49.7485205171552,22.7934283059334,218,790.228853083015
"820","stigma","Literature","Poland",49.74618189597,22.8599141366195,251,790.266950967828
"821","stigma","Literature","Denmark",55.6741937714393,11.5547129714788,10,689.64308296133
"822","stigma","Literature","Denmark",55.6812628922547,11.551124971484,8,689.518464304201
"823","stigma","Literature","Denmark",55.5911943941224,11.4525505100429,37,691.105459505423
"824","stigma","Literature","Denmark",55.5941807625655,11.4591943714205,39,691.052867435139
"825","stigma","Literature","Netherlands",50.835721,5.910159,148,772.376042139463
"826","stigma","Literature","Czech Republic",49.4408635520793,13.3524999671014,401,795.229484948502
"827","stigma","Literature","Czech Republic",49.8612198572052,15.7626921366974,474,788.391337475835
"828","stigma","Literature","Czech Republic",49.9702716282323,15.0316669674586,310,786.610390094575
"829","stigma","Literature","Czech Republic",49.6152776596418,16.1713889672188,621,792.397377434836
"830","stigma","Literature","Czech Republic",48.9322070253853,14.392692136073,447,803.446787267391
"831","stigma","Literature","Czech Republic",49.6537770847653,15.6162602212134,482,791.771239906338
"832","stigma","Literature","Czech Republic",50.0888281689659,15.6644878828831,220,784.670985593405
"833","stigma","Literature","UK",53.811427,-2.76588,26,722.109432179766
"834","stigma","Literature","UK",50.630563,-3.453781,8,775.766404789243
"835","stigma","Literature","Germany",48.008499,7.842576,260,818.206856044307
"836","stigma","Literature","Romania",45.324835,25.565798,809,859.869530597549
"837","stigma","Literature","Russia",56.0126728196124,37.4565262862018,190,683.664425400638
"838","stigma","Literature","Russia",57.349679,29.262339,187,659.817239458295
"839","stigma","Literature","Russia",56.1423446075813,40.5748894784885,135,681.367660914056
"840","stigma","Literature","Belgium",50.5559591816204,4.68474247579445,140,776.996815177084
"841","stigma","Literature","Belgium",50.5528214249465,4.68079005251145,147,777.048536066392
"842","stigma","Literature","Belgium",49.583772547461,5.51678579788529,281,792.909496401196
"843","stigma","Literature","Belgium",50.2837383058561,5.84999996767183,465,781.475254454423
"844","stigma","Literature","Belgium",50.1505495291154,4.14991413689352,239,783.659987776115
"845","stigma","Literature","Belgium",50.4672458793962,4.66674288314067,95,778.458212757527
"846","stigma","Literature","Belgium",51.2339713318888,5.45004288366684,39,765.766478844019
"847","stigma","Literature","Belgium",49.7338265678541,5.79961372920449,331,790.46820663218
"848","stigma","Literature","Belgium",49.8171425912542,5.41669996735521,434,789.110362455511
"849","stigma","Literature","Belgium",50.3008219280195,5.29991413699556,211,781.194721139253
"850","stigma","Literature","Belgium",50.2173036830079,4.68317122159504,298,782.565529026291
"851","stigma","Literature","Belgium",50.3171928040789,4.56669996769456,234,780.925826794775
"852","stigma","Museum","USNM",47.855766,15.045875,642,820.627013445478
"853","stigma","Museum","USNM",47.859668,15.029916,621,820.565256136226
"854","stigma","Museum","CNC",50.732143,-2.822077,28,774.088973022861
"855","stigma","Museum","NHM",50.946202,-4.135085,63,770.546170272441
"856","stigma","Museum","NHM",51.275476,-0.453062,59,765.075512182075
"857","stigma","Museum","NHM",51.562022,-3.03536,18,760.294181156968
"858","stigma","Museum","NHM",51.798145,-0.556498,175,756.339916068614
"859","stigma","Museum","NHM",51.799758,-4.982637,54,756.312859499548
"860","stigma","Museum","NHM",51.842839,-0.538762,209,755.589994214132
"861","stigma","Museum","NHM",52.008227,-4.377639,155,752.810949430355
"862","stigma","Museum","NHM",52.053122,-4.494104,51,752.055487108839
"863","stigma","Museum","NHM",52.130585,-0.280564,44,750.75090736707
"864","stigma","Museum","NHM",52.261165,0.573866,69,748.548661725124
"865","stigma","Museum","NHM",52.405047,-0.238248,41,746.11757459525
"866","stigma","Museum","NHM",52.665069,-0.594877,64,741.712215678642
"867","stigma","Museum","NHM",52.822442,-1.251559,52,739.038535874485
"868","stigma","Museum","NHM",53.160801,-3.341775,37,733.271150142179
"869","stigma","Museum","NHM",53.224988,-4.168699,18,732.174180152477
"870","stigma","Museum","NHM",54.230364,-0.520353,30,714.873048767224
"871","stigma","Museum","USNM",54.367224,-110.24705,511,712.50073729552
"872","stigma","Museum","USNM",55.851326,-3.199152,163,686.517331731854
"873","stigma","Museum","NHM",56.376852,-3.990009,76,677.205178952935
"874","stigma","Museum","ZICN",59.952306,40.208333,165,612.377662923734
"875","stigma","Museum","ZICN",55.9894024262121,92.7594854682775,260,684.076223545039
"876","stigma","Museum","ZICN",55.9894024262121,92.7594854682775,260,684.076223545039
"877","stigma","Museum","ZICN",48.607917,39.412361,36,808.65265086209
"878","stigma","Museum","ZICN",48.851972,27.809722,251,804.73721171318
"879","stigma","Museum","ZICN",60.025778,31.977222,34,611.019644558949
"880","stigma","Museum","ZICN",61.493667,34.653083,118,583.680356909016
"881","stigma","Museum","ZICN",49.726167,36.786028,128,790.592954705624
"882","stigma","Museum","ZICN",61.493667,34.653083,118,583.680356909016
"883","taonanensis","Type","Ren2006",45.360529,122.791552,147,859.327575419975
"884","variipennis","Type","Coquillet1901",39.86652,-75.124235,7,938.695435130395
"885","variipennis","Literature",NA,37.533918,-77.464422,52,969.824241424883
"886","variipennis","Literature",NA,19.451335,-99.030391,2235,1153.18976052694
"887","variipennis","Literature","DasGupta1965",39.5638246158783,-75.4804374854276,4,942.823893892293
"888","variipennis","Literature","Downes1978",43.21915,-79.977634,242,891.24326323834
"889","variipennis","Literature",NA,50.640724,-120.205465,940,775.598721741487
"890","variipennis","Literature","Hensleigh",38.7759926752042,-90.4976278632738,162,953.445463683497
"891","variipennis","Literature",NA,38.9089475206226,-92.5710992472225,187,951.665552507812
"892","variipennis","Literature",NA,33.5850663523418,-101.885584480802,986,1018.83275676594
"893","variipennis","Literature",NA,33.4396045186993,-104.496778400565,1086,1020.54703303958
"894","variipennis","Literature",NA,34.451106,-108.764819,1920,1008.49087395023
"895","variipennis","Literature",NA,33.12147484621,-104.256178873534,1053,1024.27327042678
"896","variipennis","Literature",NA,33.131216,-107.244026,1304,1024.15964083216
"897","variipennis","Literature",NA,33.242984,-107.390217,1493,1022.85376054493
"898","variipennis","Literature",NA,33.4325698361795,-104.491555442271,1084,1020.62977052742
"899","variipennis","Literature","Hoffman1925",39.878107,-75.133162,1,938.536878795744
"900","variipennis","Literature",NA,19.450015,-99.057145,2234,1153.19914290847
"901","variipennis","Literature",NA,37.532753,-77.478769,37,969.839391099204
"902","variipennis","Literature","Jones1955",39.878107,-75.133162,1,938.536878795744
"903","variipennis","Literature",NA,37.532753,-77.478769,37,969.839391099204
"904","variipennis","Literature",NA,19.450015,-99.057145,2234,1153.19914290847
"905","variipennis","Literature",NA,43.251838,-89.496333,323,890.765316890675
"906","variipennis","Literature",NA,42.945966,-91.104593,314,895.226255113374
"907","variipennis","Literature",NA,45.523078,-91.039049,373,856.85531950381
"908","variipennis","Literature",NA,45.882738,-91.798916,328,851.360661222522
"909","variipennis","Literature",NA,43.375957,-90.376411,248,888.947876445284
"910","variipennis","Literature",NA,45.8875755341629,-92.308470416515,296,851.286527302962
"911","variipennis","Literature","Jones1980",42.556716,-76.527747,197,900.86629579957
"912","variipennis","Literature","Malloch1915",40.107953,-88.183779,224,935.383745503525
"913","variipennis","Literature","Mullens1984",42.3341576782006,-76.5997425453508,441,904.072389999797
"914","variipennis","Literature","Schmidtmann1983",42.086282,-78.4858,446,907.627137834248
"915","variipennis","Literature",NA,42.913648,-76.72568,147,895.696103442345
"916","variipennis","Literature",NA,43.037716,-74.990931,127,893.89081575364
"917","variipennis","Literature",NA,42.724066,-74.955404,537,898.446556865889
"918","variipennis","Literature",NA,44.192361,-74.944735,485,876.889931706557
"919","variipennis","Literature",NA,42.825465,-78.080252,291,896.976683041792
"920","variipennis","Literature","Schmidtmann2000",38.748677,-75.372886,17,953.810512367289
"921","variipennis","Literature",NA,38.408882,-75.515809,24,958.333409461437
"922","variipennis","Literature",NA,30.03675,-91.665634,12,1058.75009583742
"923","variipennis","Literature",NA,38.842275,-76.095104,3,952.55876108789
"924","variipennis","Literature",NA,30.498645,-91.371115,15,1053.78063926747
"925","variipennis","Literature",NA,43.395868,-89.890117,422,888.655936633887
"926","variipennis","Literature",NA,43.148629,-71.92994,328,892.273395150863
"927","variipennis","Literature",NA,43.183048,-72.703855,649,891.770790136155
"928","variipennis","Literature",NA,38.713507,-76.040357,22,954.280207554685
"929","variipennis","Literature",NA,37.587697114253,-75.8103439630837,11,969.124460796534
"930","variipennis","Literature",NA,38.836212,-92.79032,243,952.639922847058
"931","variipennis","Literature",NA,39.185208,-93.156279,217,947.950785468019
"932","variipennis","Literature",NA,38.357211,-75.463624,15,959.018236267199
"933","variipennis","Literature",NA,38.71214,-76.787007,54,954.298456575087
"934","variipennis","Literature",NA,32.712055,-87.359734,92,1029.02229931089
"935","variipennis","Literature",NA,37.710239,-84.363037,263,967.526742000215
"936","variipennis","Literature","Schmidtmann2006",37.3840771855945,-88.6653779690796,155,971.769480298729
"937","variipennis","Literature","Vaughan1987",36.8959610682274,-81.7600390478867,595,978.060062751433
"938","variipennis","Museum","USNM",29.590141,-82.080068,53,1063.4896670782
"939","variipennis","Museum","USNM",29.922653,-91.781278,4,1059.96706255272
"940","variipennis","Museum","USNM",29.948222,-90.00401,4,1059.69470704564
"941","variipennis","Museum","USNM",30.003192,-91.812142,14,1059.10846390136
"942","variipennis","Museum","USNM",30.273374,-89.778697,8,1056.21287041084
"943","variipennis","Museum","USNM",30.314613,-87.459097,10,1055.76883634677
"944","variipennis","Museum","USNM",30.442605,-85.047768,26,1054.38722181017
"945","variipennis","Museum","USNM",30.537333,-83.875314,65,1053.36128826023
"946","variipennis","Museum","USNM",30.967149,-87.422533,89,1048.67011822264
"947","variipennis","Museum","USNM",31.983113,-81.061333,15,1037.34738914813
"948","variipennis","Museum","USNM",32.019238,-81.123626,14,1036.93875659634
"949","variipennis","Museum","USNM",32.843469,-83.627616,104,1027.50368868396
"950","variipennis","Museum","USNM",32.999412,-91.316248,41,1025.69461049656
"951","variipennis","Museum","USNM",33.018241,-87.099441,77,1025.47566290723
"952","variipennis","Museum","USNM",33.276477,-91.019164,36,1022.46167525721
"953","variipennis","Museum","USNM",33.64497,-91.79395,89,1018.12487911056
"954","variipennis","Museum","USNM",33.677288,-93.608885,101,1017.74251710633
"955","variipennis","Museum","USNM",34.263706,-85.864958,242,1010.74834258212
"956","variipennis","Museum","USNM",34.733109,-93.675067,352,1005.07346818252
"957","variipennis","Museum","USNM",35.984609,-87.960913,135,989.614744369417
"958","variipennis","Museum","USNM",36.033005,-94.899087,249,989.007419379418
"959","variipennis","Museum","USNM",36.142458,-97.059262,279,987.631283727034
"960","variipennis","Museum","USNM",36.304356,-88.332645,142,985.589158329717
"961","variipennis","Museum","USNM",36.606637,-78.535818,112,981.755240138292
"962","variipennis","Museum","USNM",36.876024,-81.764563,522,978.315495339094
"963","variipennis","Museum","USNM",37.217638,-80.362598,456,973.922407861439
"964","variipennis","Museum","USNM",37.223088,-80.42967,623,973.852040960298
"965","variipennis","Museum","USNM",37.637362,-80.509726,658,968.477456683913
"966","variipennis","Museum","USNM",37.723253,-92.165242,321,967.356803495339
"967","variipennis","Museum","USNM",37.905651,-79.196341,436,964.969779199716
"968","variipennis","Museum","USNM",38.263386,-79.296972,649,960.259760991481
"969","variipennis","Museum","USNM",38.344208,-79.083959,414,959.1904500242
"970","variipennis","Museum","USNM",38.408097,-78.633363,289,958.343819370004
"971","variipennis","Museum","USNM",38.584914,-90.405288,203,955.994504351097
"972","variipennis","Museum","USNM",38.882904,-77.172968,102,952.014609750269
"973","variipennis","Museum","USNM",38.961079,-95.139279,249,950.966251784263
"974","variipennis","Museum","USNM",38.98778,-92.695692,182,950.607775018298
"975","variipennis","Museum","USNM",38.992847,-76.938076,28,950.53972422886
"976","variipennis","Museum","USNM",39.030957,-76.902995,40,950.027661374874
"977","variipennis","Museum","USNM",39.077771,-77.004312,134,949.398072478107
"978","variipennis","Museum","USNM",39.088622,-76.93568,111,949.25204980126
"979","variipennis","Museum","USNM",39.183386,-77.018783,130,947.975357481731
"980","variipennis","Museum","USNM",39.278176,-76.609702,11,946.695720599923
"981","variipennis","Museum","USNM",39.54745,-77.798091,142,943.046477857611
"982","variipennis","Museum","USNM",39.549865,-77.802082,138,943.013655042274
"983","variipennis","Museum","USNM",40.04324,-76.90233,130,936.27303287754
"984","variipennis","Museum","USNM",40.059245,-83.799513,299,936.053202964084
"985","variipennis","Museum","USNM",40.402014,-86.873483,202,931.327739643433
"986","variipennis","Museum","USNM",40.486319,-74.459271,24,930.160384909425
"987","variipennis","Museum","USNM",40.670249,-96.032329,346,927.606556308794
"988","variipennis","Museum","USNM",40.718601,-73.136371,1,926.933611298347
"989","variipennis","Museum","USNM",41.001271,-95.593756,303,922.986321507744
"990","variipennis","Museum","USNM",41.517124,-90.593997,171,915.724954710152
"991","variipennis","Museum","USNM",41.521314,-72.068601,52,915.665669775988
"992","variipennis","Museum","USNM",41.589648,-109.205364,1937,914.698110896387
"993","variipennis","Museum","USNM",41.60003,-90.909417,219,914.550995570437
"994","variipennis","Museum","USNM",42.000221,-70.080337,7,908.857356223965
"995","variipennis","Museum","USNM",42.025839,-93.628573,282,908.491368159342
"996","variipennis","Museum","USNM",42.575023,-90.224491,293,900.601966130163
"997","variipennis","Museum","USNM",43.078741,-89.411717,262,893.292946969337
"998","variipennis","Museum","USNM",43.1477,-90.696883,204,892.286956453721
"999","variipennis","Museum","USNM",43.170705,-89.788038,258,891.95106637512
"1000","variipennis","Museum","CNC",43.218436,-79.988472,255,891.253699725361
"1001","variipennis","Museum","not",43.241937,-79.98364,151,890.910114601767
"1002","variipennis","Museum","USNM",43.26215,-90.629223,219,890.614480209023
"1003","variipennis","Museum","USNM",43.263998,-89.491824,324,890.587445916678
"1004","variipennis","Museum","CNC",45.422099,-76.017414,65,858.391951703334
"1005","variipennis","Museum","USNM",45.492947,-91.01358,370,857.314112113123
"1006","variipennis","Museum","CNC",45.503363,-74.834414,54,857.155538681166
"1007","variipennis","Museum","CNC",45.553252,-74.88357,67,856.395634675569
"1008","variipennis","Museum","USNM",45.758652,-91.636147,384,853.260170157806
"1009","variipennis","Museum","USNM",46.509149,-114.094204,1006,841.71078337456
"1010","variipennis","Museum","CNC",49.027787,-119.483882,330,801.907512961133
"1011","variipennis","Museum","CNC",50.677215,-120.318518,351,774.996323835935
